disease_name,disease_kana,icd10_code
先天性がま腫,センテンセイガマシュ,Q384
先天性眼異常,センテンセイガンイジョウ,Q159
先天性眼奇形,センテンセイガンキケイ,Q159
先天性眼球運動障害,センテンセイガンキュウウンドウショウガイ,H519
先天性眼瞼下垂,センテンセイガンケンカスイ,Q100
先天性眼瞼外反症,センテンセイガンケンガイハンショウ,Q101
先天性眼瞼内反症,センテンセイガンケンナイハンショウ,Q102
先天性眼振,センテンセイガンシン,H55
先天性眼裂縮小,センテンセイガンレツシュクショウ,Q103
先天性気管異常,センテンセイキカンイジョウ,Q321
先天性気管拡張,センテンセイキカンカクチョウ,Q321
先天性気管奇形,センテンセイキカンキケイ,Q321
先天性気管狭窄症,センテンセイキカンキョウサクショウ,Q321
先天性気管支拡張症,センテンセイキカンシカクチョウショウ,Q334
先天性気管支狭窄症,センテンセイキカンシキョウサクショウ,Q323
先天性気管支食道瘻,センテンセイキカンシショクドウロウ,Q392
先天性気管支軟化症,センテンセイキカンシナンカショウ,Q322
先天性気管食道瘻,センテンセイキカンショクドウロウ,Q392
先天性気管軟化症,センテンセイキカンナンカショウ,Q320
先天性気管瘤,センテンセイキカンリュウ,Q321
先天性脚長不等,センテンセイキャクチョウフトウ,Q729
先天性球状角膜,センテンセイキュウジョウカクマク,Q158
先天性胸骨欠損,センテンセイキョウコツケッソン,Q767
先天性胸鎖乳突筋腫瘤,センテンセイキョウサニュウトツキンシュリュウ,Q680
先天性巨爪,センテンセイキョソウ,Q845
先天性巨大動脈瘤,センテンセイキョダイドウミャクリュウ,Q278
先天性亀裂舌,センテンセイキレツゼツ,Q383
先天性筋萎縮症,センテンセイキンイシュクショウ,Q798
先天性筋緊張亢進,センテンセイキンキンチョウコウシン,P941
先天性筋緊張低下,センテンセイキンキンチョウテイカ,P942
先天性筋ジストロフィー,センテンセイキンジストロフィー,G712
先天性筋性斜頚,センテンセイキンセイシャケイ,Q680
先天性筋線維不均等症,センテンセイキンセンイフキントウショウ,G712
先天性筋無力症候群,センテンセイキンムリョクショウコウグン,G702
先天性魚鱗癬,センテンセイギョリンセン,Q809
先天性魚鱗癬様紅皮症,センテンセイギョリンセンヨウコウヒショウ,Q808
先天性空腸狭窄症,センテンセイクウチョウキョウサクショウ,Q411c
先天性クラミジア肺炎,センテンセイクラミジアハイエン,P231
先天性グリコシル化異常症,センテンセイグリコシルカイジョウショウ,E748
先天性脛骨列欠損症,センテンセイケイコツレツケッソンショウ,Q723
先天性脛骨弯曲,センテンセイケイコツワンキョク,Q684
先天性痙性麻痺,センテンセイケイセイマヒ,G801
先天性頚椎癒合症,センテンセイケイツイユゴウショウ,Q761
先天性結核,センテンセイケッカク,P370
先天性血管拡張性大理石様皮斑,センテンセイケッカンカクチョウセイダイリセキヨウヒハン,Q828
先天性血小板機能低下,センテンセイケッショウバンキノウテイカ,D691
先天性血栓性血小板減少性紫斑病,センテンセイケッセンセイケッショウバンゲンショウセイシハンビョウ,M311
先天性結腸拡張症,センテンセイケッチョウカクチョウショウ,Q432
先天性結腸憩室炎,センテンセイケッチョウケイシツエン,Q438
先天性血液凝固因子異常,センテンセイケツエキギョウコインシイジョウ,D689
先天性欠如歯,センテンセイケツジョシ,K000
先天性肩甲骨変形,センテンセイケンコウコツヘンケイ,Q688
先天性腱短縮,センテンセイケンタンシュク,Q798
先天性限局白皮症,センテンセイゲンキョクハクヒショウ,E703
先天性高インスリン血症,センテンセイコウインスリンケッショウ,E161
先天性広間膜奇形,センテンセイコウカンマクキケイ,Q506
先天性虹彩欠損,センテンセイコウサイケッソン,Q131
先天性虹彩部分欠損,センテンセイコウサイブブンケッソン,Q131
先天性口唇瘻,センテンセイコウシンロウ,Q380
先天性甲状腺萎縮,センテンセイコウジョウセンイシュク,E031
先天性甲状腺機能低下症,センテンセイコウジョウセンキノウテイカショウ,E031
先天性好中球機能不全症,センテンセイコウチュウキュウキノウフゼンショウ,D71
先天性好中球減少症,センテンセイコウチュウキュウゲンショウショウ,D70
先天性喉頭狭窄症,センテンセイコウトウキョウサクショウ,Q318
先天性後部尿道弁,センテンセイコウブニョウドウベン,Q642
先天性硬膜動静脈瘻,センテンセイコウマクドウジョウミャクロウ,Q282
先天性肛門狭窄症,センテンセイコウモンキョウサクショウ,Q423c
先天性肛門瘻,センテンセイコウモンロウ,Q436
先天性絞扼輪,センテンセイコウヤクリン,Q798
先天性股関節亜脱臼,センテンセイコカンセツアダッキュウ,Q655
先天性股関節位置異常,センテンセイコカンセツイチイジョウ,Q658
先天性股関節症,センテンセイコカンセツショウ,Q659
先天性股関節脱臼,センテンセイコカンセツダッキュウ,Q652
先天性股関節脱臼遺残変形,センテンセイコカンセツダッキュウイザンヘンケイ,Q652
先天性股関節脱臼後遺症,センテンセイコカンセツダッキュウコウイショウ,Q652
先天性股関節脱臼前状態,センテンセイコカンセツダッキュウゼンジョウタイ,Q652
先天性股関節脱臼治療後亜脱臼,センテンセイコカンセツダッキュウチリョウゴアダッキュウ,M167
先天性呼吸器異常,センテンセイコキュウキイジョウ,Q349
先天性呼吸器欠損,センテンセイコキュウキケッソン,Q349
先天性骨髄性ポルフィリン症,センテンセイコツズイセイポルフィリンショウ,E800
先天性再生不良性貧血,センテンセイサイセイフリョウセイヒンケツ,D610
先天性サイトメガロウイルス感染症,センテンセイサイトメガロウイルスカンセンショウ,P351
先天性臍動脈形成不全症,センテンセイサイドウミャクケイセイフゼンショウ,Q270
先天性臍動脈欠損症,センテンセイサイドウミャクケッソンショウ,Q270
先天性鎖骨偽関節,センテンセイサコツギカンセツ,Q740
先天性鎖骨変形,センテンセイサコツヘンケイ,Q688
先天性左室憩室,センテンセイサシツケイシツ,Q248
先天性匙状爪,センテンセイサジジョウツメ,Q846
先天性三尖弁狭窄症,センテンセイサンセンベンキョウサクショウ,Q224
先天性三尖弁閉鎖不全症,センテンセイサンセンベンヘイサフゼンショウ,Q228
先天性色覚異常,センテンセイシキカクイジョウ,H535
先天性色素異常症,センテンセイシキソイジョウショウ,Q828
先天性子宮欠損,センテンセイシキュウケッソン,Q510
先天性指欠損,センテンセイシケッソン,Q713
先天性趾欠損,センテンセイシケッソン,Q723
先天性脂質代謝異常,センテンセイシシツタイシャイジョウ,E789
先天性四肢麻痺,センテンセイシシマヒ,G808
先天性姿勢性脊柱側弯症,センテンセイシセイセイセキチュウソクワンショウ,Q675
先天性膝関節脱臼,センテンセイシツカンセツダッキュウ,Q682
先天性膝蓋骨欠損,センテンセイシツガイコツケッソン,Q741
先天性膝蓋骨脱臼,センテンセイシツガイコツダッキュウ,Q741
先天性脂肪萎縮症,センテンセイシボウイシュクショウ,E881
先天性硝子体混濁,センテンセイショウシタイコンダク,Q140
先天性小腸狭窄症,センテンセイショウチョウキョウサクショウ,Q419c
先天性小瞳孔,センテンセイショウドウコウ,Q132
先天性小脳性運動失調症,センテンセイショウノウセイウンドウシッチョウショウ,G110
先天性睫毛内反症,センテンセイショウモウナイハンショウ,Q103
先天性食道狭窄症,センテンセイショクドウキョウサクショウ,Q393
先天性食道偏位,センテンセイショクドウヘンイ,Q398
先天性食道裂孔ヘルニア,センテンセイショクドウレッコウヘルニア,Q401
先天性心筋奇形,センテンセイシンキンキケイ,Q248
先天性神経系萎縮,センテンセイシンケイケイイシュク,Q078
先天性神経系異常,センテンセイシンケイケイイジョウ,Q079
先天性心疾患,センテンセイシンシッカン,Q249
先天性心ブロック,センテンセイシンブロック,Q246
先天性心膜奇形,センテンセイシンマクキケイ,Q248
先天性心膜欠損症,センテンセイシンマクケッソンショウ,Q248
先天性耳介奇形,センテンセイジカイキケイ,Q173
先天性耳介欠損,センテンセイジカイケッソン,Q160
先天性耳管異常,センテンセイジカンイジョウ,Q164
先天性耳垂欠損,センテンセイジスイケッソン,Q178
先天性弱視,センテンセイジャクシ,H530
先天性弱質,センテンセイジャクシツ,P969
先天性縦隔のう胞,センテンセイジュウカクノウホウ,Q341
先天性十二指腸狭窄症,センテンセイジュウニシチョウキョウサクショウ,Q410c
先天性十二指腸変形,センテンセイジュウニシチョウヘンケイ,Q439
先天性上大静脈狭窄症,センテンセイジョウダイジョウミャクキョウサクショウ,Q260
先天性静脈拡張症,センテンセイジョウミャクカクチョウショウ,Q274
先天性静脈瘤,センテンセイジョウミャクリュウ,Q278
先天性耳瘻孔,センテンセイジロウコウ,Q181
先天性腎萎縮,センテンセイジンイシュク,Q605
先天性腎異常,センテンセイジンイジョウ,Q639
先天性腎盂尿管移行部狭窄,センテンセイジンウニョウカンイコウブキョウサク,Q621
先天性腎結石,センテンセイジンケッセキ,Q638
先天性腎性尿崩症,センテンセイジンセイニョウホウショウ,N251
先天性腎動静脈瘻,センテンセイジンドウジョウミャクロウ,Q273
先天性腎動脈狭窄症,センテンセイジンドウミャクキョウサクショウ,Q271
先天性腎のう胞,センテンセイジンノウホウ,Q610
先天性膵欠損,センテンセイスイケッソン,Q450
先天性水晶体奇形,センテンセイスイショウタイキケイ,Q129
先天性水晶体偏位,センテンセイスイショウタイヘンイ,Q121
先天性水腎症,センテンセイスイジンショウ,Q620
先天性水腎水尿管,センテンセイスイジンスイニョウカン,Q620
先天性水頭症,センテンセイスイトウショウ,Q039
先天性水痘症候群,センテンセイスイトウショウコウグン,P358
先天性水尿管,センテンセイスイニョウカン,Q620
