disease_name,disease_kana,icd10_code
腟口狭小,チツコウキョウショウ,N896
腟挫傷,チツザショウ,S302
腟子宮内膜症,チツシキュウナイマクショウ,N804
腟腫瘍,チツシュヨウ,D397
腟上皮異形成,チツジョウヒイケイセイ,N893
腟上皮異形成・異型度１,チツジョウヒイケイセイ・イケイド１,N890
腟上皮異形成・異型度２,チツジョウヒイケイセイ・イケイド２,N891
腟上皮異形成・異型度３,チツジョウヒイケイセイ・イケイド３,N892
腟上皮内癌,チツジョウヒナイガン,D072
腟スメア細胞診陽性,チツスメアサイボウシンヨウセイ,R876
腟線維腫,チツセンイシュ,D281
腟腺症,チツセンショウ,D281
腟損傷,チツソンショウ,S399
腟脱症,チツダツショウ,N811
腟断端炎,チツダンタンエン,T814
腟断端出血,チツダンタンシュッケツ,T810
腟断端肉芽,チツダンタンニクゲ,T818
腟断端ポリープ,チツダンタンポリープ,N842
腟中隔,チツチュウカク,Q521
腟内異物,チツナイイブツ,T192
腟乳頭腫,チツニュウトウシュ,D281
腟熱傷,チツネッショウ,T283
腟のう腫,チツノウシュ,D281
腟のう胞,チツノウホウ,N898
腟膿瘍,チツノウヨウ,N760
腟白斑症,チツハクハンショウ,N894
腟部びらん,チツブビラン,N765
腟閉鎖,チツヘイサ,N895
腟壁下垂,チツヘキカスイ,N811
腟壁筋腫,チツヘキキンシュ,D281
腟壁血腫,チツヘキケッシュ,N898
腟壁血腫縫合創離開,チツヘキケッシュホウゴウソウリカイ,O901
腟壁尖圭コンジローマ,チツヘキセンケイコンジローマ,A630
腟壁縫合不全,チツヘキホウゴウフゼン,T813
腟ポリープ,チツポリープ,N842
腟癒着,チツユチャク,N895
腟留血症,チツリュウケツショウ,N897
腟良性腫瘍,チツリョウセイシュヨウ,D281
腟裂傷,チツレッショウ,S314
腟瘻,チツロウ,N829
知的障害,チテキショウガイ,F79
知的障害・行動機能障害なしか最小限,チテキショウガイ・コウドウキノウショウガイナシカサイショウゲン,F790
知的障害・行動機能障害の言及なし,チテキショウガイ・コウドウキノウショウガイノゲンキュウナシ,F799
知的障害・その他の行動機能障害あり,チテキショウガイ・ソノタノコウドウキノウショウガイアリ,F798
知的障害・要治療の行動機能障害あり,チテキショウガイ・ヨウチリョウノコウドウキノウショウガイアリ,F791
知的障害性精神病,チテキショウガイセイセイシンビョウ,F28
知的障害と常同運動に関連した過動性障害,チテキショウガイトジョウドウウンドウニカンレンシタカドウセイショウガイ,F844
血の道症,チノミチショウ,N951
遅発型妊娠高血圧症候群,チハツガタニンシンコウケツアツショウコウグン,O149
遅発型発達緑内障,チハツガタハッタツリョクナイショウ,Q150
遅発型ポンペ病,チハツガタポンペビョウ,E740
遅発月経,チハツゲッケイ,E300
遅発性硬膜外血腫,チハツセイコウマクガイケッシュ,S064
遅発性硬膜外血腫・頭蓋内に達する開放創合併あり,チハツセイコウマクガイケッシュ・トウガイナイニタッスルカイホウソウガッペイアリ,S0641
遅発性硬膜外血腫・頭蓋内に達する開放創合併なし,チハツセイコウマクガイケッシュ・トウガイナイニタッスルカイホウソウガッペイナシ,S0640
遅発性尺骨神経麻痺,チハツセイシャッコツシンケイマヒ,G562
遅発性ジスキネジア,チハツセイジスキネジア,R270
遅発性てんかん,チハツセイテンカン,G401
遅発性統合失調症,チハツセイトウゴウシッチョウショウ,F208
遅発性内リンパ水腫,チハツセイナイリンパスイシュ,H810
遅発性梅毒,チハツセイバイドク,A527
遅発性放射線壊死,チハツセイホウシャセンエシ,T66
チビエルジュ・ワイゼンバッハ症候群,チビエルジュ・ワイゼンバッハショウコウグン,M348
チフス,チフス,A759
チフス性心筋炎,チフスセイシンキンエン,A759
チフス性胆のう炎,チフスセイタンノウエン,A010
地方病性クレチン病,チホウビョウセイクレチンビョウ,E009
地方病性甲状腺腫,チホウビョウセイコウジョウセンシュ,E012
緻密性歯槽骨炎,チミツセイシソウコツエン,K103
チモール糸状虫症,チモールシジョウチュウショウ,B742
着衣失行,チャクイシッコウ,R482
着色歯,チャクショクシ,K036
チャドクガ皮膚炎,チャドクガヒフエン,T634
チャンス骨折,チャンスコッセツ,T08-0
中位鉗子分娩,チュウイカンシブンベン,O811
注意欠陥多動障害,チュウイケッカンタドウショウガイ,F900
中咽頭癌,チュウイントウガン,C109
中咽頭後壁癌,チュウイントウコウヘキガン,C103
中咽頭側壁癌,チュウイントウソクヘキガン,C102
中咽頭肉腫,チュウイントウニクシュ,C109
中咽頭乳頭腫,チュウイントウニュウトウシュ,D105
中咽頭良性腫瘍,チュウイントウリョウセイシュヨウ,D105
中央ヨーロッパダニ脳炎,チュウオウヨーロッパダニノウエン,A841
中隔子宮,チュウカクシキュウ,Q512
中隔視神経形成異常症,チュウカクシシンケイケイセイイジョウショウ,Q044
中隔性肝硬変,チュウカクセイカンコウヘン,K746
中隔部肉芽形成,チュウカクブニクゲケイセイ,K052
中間位鎖肛,チュウカンイサコウ,Q423b
昼間遺尿症,チュウカンイニョウショウ,R32
中間型サラセミア,チュウカンガタサラセミア,D561
中間肢異形成症,チュウカンシイケイセイショウ,Q788
肘関節異所性骨化,チュウカンセツイショセイコツカ,M2582
肘関節炎,チュウカンセツエン,M1312
肘関節開放骨折,チュウカンセツカイホウコッセツ,S5201
肘関節開放性脱臼骨折,チュウカンセツカイホウセイダッキュウコッセツ,S5201
肘関節滑液包炎,チュウカンセツカツエキホウエン,M7032
肘関節滑膜炎,チュウカンセツカツマクエン,M6592
肘関節滑膜骨軟骨腫症,チュウカンセツカツマクコツナンコツシュショウ,D481
肘関節外側側副靱帯損傷,チュウカンセツガイソクソクフクジンタイソンショウ,S532
肘関節外側側副靱帯断裂,チュウカンセツガイソクソクフクジンタイダンレツ,S532
肘関節外側側副靱帯捻挫,チュウカンセツガイソクソクフクジンタイネンザ,S534
肘関節強直,チュウカンセツキョウチョク,M2462
肘関節偽痛風,チュウカンセツギツウフウ,M1122
肘関節拘縮,チュウカンセツコウシュク,M2452
肘関節骨折,チュウカンセツコッセツ,S5200
肘関節挫創,チュウカンセツザソウ,S510
肘関節症,チュウカンセツショウ,M1992
肘関節水腫,チュウカンセツスイシュ,M2542
肘関節脱臼,チュウカンセツダッキュウ,S531
肘関節脱臼骨折,チュウカンセツダッキュウコッセツ,S5200
肘関節打撲後遺症,チュウカンセツダボクコウイショウ,T928
肘関節痛,チュウカンセツツウ,M2552
肘関節痛風,チュウカンセツツウフウ,M1002
肘関節内骨折,チュウカンセツナイコッセツ,S5200
肘関節内側側副靱帯損傷,チュウカンセツナイソクソクフクジンタイソンショウ,S533
肘関節内側側副靱帯断裂,チュウカンセツナイソクソクフクジンタイダンレツ,S533
肘関節内側側副靱帯捻挫,チュウカンセツナイソクソクフクジンタイネンザ,S534
肘関節内遊離体,チュウカンセツナイユウリタイ,M2402
肘関節捻挫,チュウカンセツネンザ,S534
肘関節不安定症,チュウカンセツフアンテイショウ,M2532
肘関節部開放創,チュウカンセツブカイホウソウ,S510
肘関節部血腫,チュウカンセツブケッシュ,S500
肘関節部擦過傷,チュウカンセツブサッカショウ,S508
肘関節部挫傷,チュウカンセツブザショウ,S500
肘関節部打撲傷,チュウカンセツブダボクショウ,S500
肘関節部のう胞性リンパ管腫,チュウカンセツブノウホウセイリンパカンシュ,D181
肘関節部リンパ管腫,チュウカンセツブリンパカンシュ,D181
肘関節慢性骨髄炎,チュウカンセツマンセイコツズイエン,M8662
肘関節離断術後,チュウカンセツリダンジュツゴ,Z892
肘関節離断性骨軟骨炎,チュウカンセツリダンセイコツナンコツエン,M932
肘関節両側側副靱帯損傷,チュウカンセツリョウソクソクフクジンタイソンショウ,S531
中間部ぶどう膜炎,チュウカンブブドウマクエン,H208
中鎖アシルＣｏＡ脱水素酵素欠損症,チュウサアシルＣｏＡダッスイソコウソケッソンショウ,E713
中指ＤＩＰ関節尺側側副靱帯損傷,チュウシＤＩＰカンセツシャクソクソクフクジンタイソンショウ,S636
中指ＤＩＰ関節側副靱帯損傷,チュウシＤＩＰカンセツソクフクジンタイソンショウ,S636
中指ＤＩＰ関節橈側側副靱帯損傷,チュウシＤＩＰカンセツトウソクソクフクジンタイソンショウ,S636
中指ＭＰ関節尺側側副靱帯損傷,チュウシＭＰカンセツシャクソクソクフクジンタイソンショウ,S636
中指ＭＰ関節側副靱帯損傷,チュウシＭＰカンセツソクフクジンタイソンショウ,S636
中指ＭＰ関節橈側側副靱帯損傷,チュウシＭＰカンセツトウソクソクフクジンタイソンショウ,S636
中指ＰＩＰ関節尺側側副靱帯損傷,チュウシＰＩＰカンセツシャクソクソクフクジンタイソンショウ,S636
中指ＰＩＰ関節側副靱帯損傷,チュウシＰＩＰカンセツソクフクジンタイソンショウ,S636
中指ＰＩＰ関節側副靱帯断裂,チュウシＰＩＰカンセツソクフクジンタイダンレツ,S634
中指ＰＩＰ関節橈側側副靱帯損傷,チュウシＰＩＰカンセツトウソクソクフクジンタイソンショウ,S636
中指ＰＩＰ関節捻挫,チュウシＰＩＰカンセツネンザ,S636
中指悪性黒色腫,チュウシアクセイコクショクシュ,C436
中指開放骨折,チュウシカイホウコッセツ,S6261
中指化膿性腱鞘炎,チュウシカノウセイケンショウエン,M6504
中指関節痛,チュウシカンセツツウ,M2554
中指基節骨開放骨折,チュウシキセツコツカイホウコッセツ,S6261
中指基節骨骨折,チュウシキセツコツコッセツ,S6260
中指基節骨骨端線損傷,チュウシキセツコツコッタンセンソンショウ,S6260
中指基底細胞癌,チュウシキテイサイボウガン,C446
中指屈曲拘縮,チュウシクッキョクコウシュク,M2454
中指屈筋腱腱鞘炎,チュウシクッキンケンケンショウエン,M6594
中指屈筋腱断裂,チュウシクッキンケンダンレツ,S561
中指屈筋腱断裂・手関節部,チュウシクッキンケンダンレツ・シュカンセツブ,S661
中指屈筋腱断裂・手部,チュウシクッキンケンダンレツ・シュブ,S661
中指屈筋腱断裂・前腕部,チュウシクッキンケンダンレツ・ゼンワンブ,S561
中指屈筋腱癒着,チュウシクッキンケンユチャク,M678
中指血管腫,チュウシケッカンシュ,D180
中指腱鞘炎,チュウシケンショウエン,M6594
中指腱鞘巨細胞腫,チュウシケンショウキョサイボウシュ,D211
中指腱性マレット指,チュウシケンセイマレットユビ,M200
中指咬創,チュウシコウソウ,S610
中指骨折,チュウシコッセツ,S6260
中指骨性マレット指,チュウシコツセイマレットユビ,M200
中指擦過傷,チュウシサッカショウ,S608
中指挫傷,チュウシザショウ,S600
中指挫創,チュウシザソウ,S610
中指刺創,チュウシシソウ,S610
中指伸筋腱損傷,チュウシシンキンケンソンショウ,S564
中指伸筋腱損傷・手関節部,チュウシシンキンケンソンショウ・シュカンセツブ,S663
中指伸筋腱損傷・手部,チュウシシンキンケンソンショウ・シュブ,S663
中指伸筋腱損傷・前腕部,チュウシシンキンケンソンショウ・ゼンワンブ,S564
中指伸筋腱断裂,チュウシシンキンケンダンレツ,S564
中指伸筋腱断裂・手関節部,チュウシシンキンケンダンレツ・シュカンセツブ,S663
中指伸筋腱断裂・手部,チュウシシンキンケンダンレツ・シュブ,S663
中指伸筋腱断裂・前腕部,チュウシシンキンケンダンレツ・ゼンワンブ,S564
中指伸筋腱癒着,チュウシシンキンケンユチャク,M678
中指深指屈筋腱断裂,チュウシシンシクッキンケンダンレツ,S561
中指深指屈筋腱断裂・手関節部,チュウシシンシクッキンケンダンレツ・シュカンセツブ,S661
中指深指屈筋腱断裂・手部,チュウシシンシクッキンケンダンレツ・シュブ,S661
中指深指屈筋腱断裂・前腕部,チュウシシンシクッキンケンダンレツ・ゼンワンブ,S561
虫刺性皮膚炎,チュウシセイヒフエン,T634
中指切創,チュウシセッソウ,S610
中指切断,チュウシセツダン,S681
中指爪下異物,チュウシソウカイブツ,S601
中指爪下血腫,チュウシソウカケッシュ,S601
中指側副靱帯損傷,チュウシソクフクジンタイソンショウ,S636
中指側副靱帯断裂,チュウシソクフクジンタイダンレツ,S634
中指第１度熱傷,チュウシダイ１ドネッショウ,T231
中指第２度熱傷,チュウシダイ２ドネッショウ,T232
中指第３度熱傷,チュウシダイ３ドネッショウ,T233
中指中節骨開放骨折,チュウシチュウセツコツカイホウコッセツ,S6261
中指中節骨骨折,チュウシチュウセツコツコッセツ,S6260
中指中節骨骨端線損傷,チュウシチュウセツコツコッタンセンソンショウ,S6260
中指痛,チュウシツウ,M7964
中指熱傷,チュウシネッショウ,T230
中指捻挫,チュウシネンザ,S636
中指膿瘍,チュウシノウヨウ,L024
中指剥皮創,チュウシハクヒソウ,S610
中指ばね指,チュウシバネユビ,M6534
中指皮膚癌,チュウシヒフガン,C446
中指皮膚欠損創,チュウシヒフケッソンソウ,S610
中指伏針,チュウシフクシン,S610
中指不全切断,チュウシフゼンセツダン,S681
中指変形,チュウシヘンケイ,M200
中指ボーエン病,チュウシボーエンビョウ,D046
中指母斑細胞母斑,チュウシボハンサイボウボハン,D226
中指末節骨開放骨折,チュウシマッセツコツカイホウコッセツ,S6261
中指末節骨亀裂骨折,チュウシマッセツコツキレツコッセツ,S6260
中指末節骨骨折,チュウシマッセツコツコッセツ,S6260
中指末節骨骨端線損傷,チュウシマッセツコツコッタンセンソンショウ,S6260
注視麻痺,チュウシマヒ,H510
中指マレット指,チュウシマレットユビ,M200
中手骨頭若年性骨軟骨症,チュウシュコットウジャクネンセイコツナンコツショウ,M922
中手骨悪性腫瘍,チュウシュコツアクセイシュヨウ,C401
中手骨開放骨折,チュウシュコツカイホウコッセツ,S6231
中手骨関節部挫創,チュウシュコツカンセツブザソウ,S618
中手骨頚部骨折,チュウシュコツケイブコッセツ,S6230
中手骨骨折,チュウシュコツコッセツ,S6230
中手骨腫瘍,チュウシュコツシュヨウ,D480
中手骨多発開放骨折,チュウシュコツタハツカイホウコッセツ,S6241
中手骨多発骨折,チュウシュコツタハツコッセツ,S6240
中手骨内軟骨腫,チュウシュコツナイナンコツシュ,D161
中手骨軟骨肉腫,チュウシュコツナンコツニクシュ,C401
中手骨膿瘍,チュウシュコツノウヨウ,M8694
中手骨疲労骨折,チュウシュコツヒロウコッセツ,M8434
中手骨不全骨折,チュウシュコツフゼンコッセツ,S6230
中手骨良性腫瘍,チュウシュコツリョウセイシュヨウ,D161
中手骨裂離骨折,チュウシュコツレツリコッセツ,S6230
中指有棘細胞癌,チュウシユウキョクサイボウガン,C446
中心暗点,チュウシンアンテン,H534
中心窩下脈絡膜新生血管を伴う加齢黄斑変性,チュウシンカカミャクラクマクシンセイケッカンヲトモナウカレイオウハンヘンセイ,H353
中心核ミオパチー,チュウシンカクミオパチー,G712
中心結節,チュウシンケッセツ,K002
中心結節破折,チュウシンケッセツハセツ,K038
中心小葉性肺気腫,チュウシンショウヨウセイハイキシュ,J432
中心静脈カテーテル感染症,チュウシンジョウミャクカテーテルカンセンショウ,T827
中心性巨細胞肉芽腫,チュウシンセイキョサイボウニクゲシュ,K101
中心性頚髄損傷,チュウシンセイケイズイソンショウ,S141
中心性経テントヘルニア,チュウシンセイケイテントヘルニア,G935
中心性鼓膜穿孔,チュウシンセイコマクセンコウ,H720
中心性出血性肝壊死,チュウシンセイシュッケツセイカンエシ,K762
中心性漿液性脈絡膜症,チュウシンセイショウエキセイミャクラクマクショウ,H357
中心性漿液性網脈絡膜症,チュウシンセイショウエキセイモウミャクラクマクショウ,H357
中心性脈絡膜炎,チュウシンセイミャクラクマクエン,H300
中心性脈絡網膜症,チュウシンセイミャクラクモウマクショウ,H300
中心性網膜炎,チュウシンセイモウマクエン,H300
中心性網膜症,チュウシンセイモウマクショウ,H300
中心性網脈絡膜炎,チュウシンセイモウミャクラクマクエン,H300
中心性輪紋状脈絡膜ジストロフィー,チュウシンセイリンモンジョウミャクラクマクジストロフィー,H312
中耳悪性腫瘍,チュウジアクセイシュヨウ,C301
中耳炎,チュウジエン,H669
中耳炎後遺症,チュウジエンコウイショウ,H659
中耳炎性顔面神経麻痺,チュウジエンセイガンメンシンケイマヒ,H669
中耳炎性内耳炎,チュウジエンセイナイジエン,H830
中耳外傷性異物,チュウジガイショウセイイブツ,S013
中耳出血,チュウジシュッケツ,H922
中耳腫瘍,チュウジシュヨウ,D385
中耳腫瘍術後症,チュウジシュヨウジュツゴショウ,H958
中耳真菌症,チュウジシンキンショウ,B368
中耳真珠腫術後症,チュウジシンジュシュジュツゴショウ,H958
中耳先天奇形,チュウジセンテンキケイ,Q164
中耳傍神経節腫,チュウジボウシンケイセツシュ,D447
中耳ポリープ,チュウジポリープ,H744
中縦隔悪性腫瘍,チュウジュウカクアクセイシュヨウ,C383
中縦隔腫瘍,チュウジュウカクシュヨウ,D383
中耳良性腫瘍,チュウジリョウセイシュヨウ,D140
虫垂萎縮,チュウスイイシュク,K388
虫垂異物,チュウスイイブツ,T184
虫垂炎,チュウスイエン,K37
虫垂炎後遺症,チュウスイエンコウイショウ,K389
虫垂炎術後残膿瘍,チュウスイエンジュツゴザンノウヨウ,T814
虫垂炎性汎発性腹膜炎,チュウスイエンセイハンパツセイフクマクエン,K352
虫垂炎性腹膜炎,チュウスイエンセイフクマクエン,K353
虫垂過形成,チュウスイカケイセイ,K380
虫垂カルチノイド,チュウスイカルチノイド,C181
虫垂癌,チュウスイガン,C181
虫垂クローン病,チュウスイクローンビョウ,K501
虫垂憩室,チュウスイケイシツ,K382
虫垂憩室炎,チュウスイケイシツエン,K382
虫垂結石,チュウスイケッセキ,K381
虫垂杯細胞カルチノイド,チュウスイサカズキサイボウカルチノイド,C181
虫垂周囲炎,チュウスイシュウイエン,K37
虫垂周囲膿瘍,チュウスイシュウイノウヨウ,K353
虫垂腫瘍,チュウスイシュヨウ,D373
虫垂神経内分泌癌,チュウスイシンケイナイブンピガン,C181
虫垂神経内分泌腫瘍,チュウスイシンケイナイブンピシュヨウ,C181
虫垂軸捻,チュウスイジクネン,K388
虫垂重積,チュウスイジュウセキ,K388
虫垂切除後後遺症,チュウスイセツジョゴコウイショウ,K919
虫垂切除後大網癒着,チュウスイセツジョゴダイモウユチャク,K660
虫垂切除後腸癒着症,チュウスイセツジョゴチョウユチャクショウ,K660
虫垂切除後腹膜炎,チュウスイセツジョゴフクマクエン,K353
虫垂切除術腹壁瘢痕部瘻孔,チュウスイセツジョジュツフクヘキハンコンブロウコウ,T818
虫垂仙痛,チュウスイセンツウ,R103
虫垂粘液癌,チュウスイネンエキガン,C181
虫垂粘液のう胞,チュウスイネンエキノウホウ,K388
虫垂良性腫瘍,チュウスイリョウセイシュヨウ,D121
虫垂瘻,チュウスイロウ,K383
中枢神経系原発悪性リンパ腫,チュウスウシンケイケイゲンパツアクセイリンパシュ,C859
中枢神経系原発びまん性大細胞型Ｂ細胞性リンパ腫,チュウスウシンケイケイゲンパツビマンセイダイサイボウガタＢサイボウセイリンパシュ,C833
中枢神経系損傷,チュウスウシンケイケイソンショウ,T144
中枢神経障害性疼痛,チュウスウシンケイショウガイセイトウツウ,G969
中枢神経ループス,チュウスウシンケイループス,M321
中枢性塩喪失症候群,チュウスウセイエンソウシツショウコウグン,E871
中枢性嘔吐症,チュウスウセイオウトショウ,R11
中枢性眼球運動障害,チュウスウセイガンキュウウンドウショウガイ,H519
中枢性眼振,チュウスウセイガンシン,H814
中枢性顔面神経麻痺,チュウスウセイガンメンシンケイマヒ,G510
中枢性嗅覚障害,チュウスウセイキュウカクショウガイ,R431
中枢性思春期早発症,チュウスウセイシシュンキソウハツショウ,E228
中枢性神経障害性疼痛,チュウスウセイシンケイショウガイセイトウツウ,G969
中枢性睡眠時無呼吸,チュウスウセイスイミンジムコキュウ,G473
中枢性頭位眼振,チュウスウセイトウイガンシン,H814
中枢性難聴,チュウスウセイナンチョウ,H905
中枢性尿崩症,チュウスウセイニョウホウショウ,E232
中枢性脳卒中後疼痛,チュウスウセイノウソッチュウゴトウツウ,G968
中枢性無月経,チュウスウセイムゲッケイ,N911
中枢性めまい症,チュウスウセイメマイショウ,H814
中性脂肪蓄積心筋血管症,チュウセイシボウチクセキシンキンケッカンショウ,E755
中足骨悪性腫瘍,チュウソクコツアクセイシュヨウ,C403
中足骨開放骨折,チュウソクコツカイホウコッセツ,S9231
中足骨開放性脱臼骨折,チュウソクコツカイホウセイダッキュウコッセツ,S9231
中足骨奇形,チュウソクコツキケイ,Q742
中足骨亀裂骨折,チュウソクコツキレツコッセツ,S9230
中足骨偽関節,チュウソクコツギカンセツ,M8417
中足骨骨折,チュウソクコツコッセツ,S9230
中足骨骨挫傷,チュウソクコツコツザショウ,S998
中足骨腫瘍,チュウソクコツシュヨウ,D480
中足骨若年性骨軟骨症,チュウソクコツジャクネンセイコツナンコツショウ,M927
中足骨脆弱性骨折,チュウソクコツゼイジャクセイコッセツ,M8447
中足骨短縮症,チュウソクコツタンシュクショウ,Q742
中足骨脱臼骨折,チュウソクコツダッキュウコッセツ,S9230
中足骨痛症,チュウソクコツツウショウ,M7747
中足骨内軟骨腫,チュウソクコツナイナンコツシュ,D163
中足骨軟骨肉腫,チュウソクコツナンコツニクシュ,C403
中足骨剥離骨折,チュウソクコツハクリコッセツ,S9230
中足骨疲労骨折,チュウソクコツヒロウコッセツ,M8437
中足骨不顕性骨折,チュウソクコツフケンセイコッセツ,S9230
中足骨不全骨折,チュウソクコツフゼンコッセツ,S9230
中足骨離断,チュウソクコツリダン,S981
中足骨良性腫瘍,チュウソクコツリョウセイシュヨウ,D163
中足趾節関節脱臼,チュウソクシセツカンセツダッキュウ,S931
中足趾節関節捻挫,チュウソクシセツカンセツネンザ,S935
中足切断術後,チュウソクセツダンジュツゴ,Z894
中足部痛,チュウソクブツウ,M7967
中大脳動脈解離,チュウダイノウドウミャクカイリ,I670
中大脳動脈狭窄症,チュウダイノウドウミャクキョウサクショウ,I660
中大脳動脈狭窄による脳梗塞,チュウダイノウドウミャクキョウサクニヨルノウコウソク,I635
中大脳動脈血栓症,チュウダイノウドウミャクケッセンショウ,I660
中大脳動脈血栓症による脳梗塞,チュウダイノウドウミャクケッセンショウニヨルノウコウソク,I633
中大脳動脈症候群,チュウダイノウドウミャクショウコウグン,I660
中大脳動脈塞栓症,チュウダイノウドウミャクソクセンショウ,I660
中大脳動脈塞栓症による脳梗塞,チュウダイノウドウミャクソクセンショウニヨルノウコウソク,I634
中大脳動脈分岐部動脈瘤,チュウダイノウドウミャクブンキブドウミャクリュウ,I671
中大脳動脈閉塞症,チュウダイノウドウミャクヘイソクショウ,I660
中大脳動脈閉塞による脳梗塞,チュウダイノウドウミャクヘイソクニヨルノウコウソク,I635
中大脳動脈瘤,チュウダイノウドウミャクリュウ,I671
中大脳動脈瘤破裂によるくも膜下出血,チュウダイノウドウミャクリュウハレツニヨルクモマクカシュッケツ,I601
肘頭滑液包炎,チュウトウカツエキホウエン,M7022
中頭蓋窩開放骨折,チュウトウガイカカイホウコッセツ,S0211
中頭蓋窩くも膜のう腫,チュウトウガイカクモマクノウシュ,D329
中頭蓋窩骨折,チュウトウガイカコッセツ,S0210
中頭蓋窩孤立性線維性腫瘍,チュウトウガイカコリツセイセンイセイシュヨウ,C719
中頭蓋窩髄膜腫,チュウトウガイカズイマクシュ,D320
中頭蓋窩類表皮のう胞,チュウトウガイカルイヒョウヒノウホウ,G930
中頭蓋底骨折,チュウトウガイテイコッセツ,S0210
中東呼吸器症候群,チュウトウコキュウキショウコウグン,B342
肘頭骨折,チュウトウコッセツ,S5200
肘頭骨端線閉鎖不全,チュウトウコッタンセンヘイサフゼン,M939
肘頭骨棘,チュウトウコツキョク,M7782
中等症うつ病エピソード,チュウトウショウウツビョウエピソード,F321
中等症潰瘍性大腸炎,チュウトウショウカイヨウセイダイチョウエン,K519
中等症再生不良性貧血,チュウトウショウサイセイフリョウセイヒンケツ,D619
中等症反復性うつ病性障害,チュウトウショウハンプクセイウツビョウセイショウガイ,F331
中等度栄養失調症,チュウトウドエイヨウシッチョウショウ,E440
中等度遠視,チュウトウドエンシ,H520
中等度近視,チュウトウドキンシ,H521
中等度知的障害,チュウトウドチテキショウガイ,F71
中等度知的障害・行動機能障害なしか最小限,チュウトウドチテキショウガイ・コウドウキノウショウガイナシカサイショウゲン,F710
中等度知的障害・行動機能障害の言及なし,チュウトウドチテキショウガイ・コウドウキノウショウガイノゲンキュウナシ,F719
中等度知的障害・その他の行動機能障害あり,チュウトウドチテキショウガイ・ソノタノコウドウキノウショウガイアリ,F718
中等度知的障害・要治療の行動機能障害あり,チュウトウドチテキショウガイ・ヨウチリョウノコウドウキノウショウガイアリ,F711
中等度難聴,チュウトウドナンチョウ,H919
肘頭粉砕骨折,チュウトウフンサイコッセツ,S5200
肘頭部挫傷,チュウトウブザショウ,S500
中毒,チュウドク,T659
中毒疹,チュウドクシン,L279
中毒性胃炎,チュウドクセイイエン,K296
中毒性胃腸炎,チュウドクセイイチョウエン,K521
中毒性黄斑変性,チュウドクセイオウハンヘンセイ,H353
中毒性滑膜炎,チュウドクセイカツマクエン,M673
中毒性肝炎,チュウドクセイカンエン,K716
中毒性肝限局性結節性過形成,チュウドクセイカンゲンキョクセイケッセツセイカケイセイ,K718
中毒性肝障害,チュウドクセイカンショウガイ,K719
中毒性肝静脈閉塞症,チュウドクセイカンジョウミャクヘイソクショウ,K718
中毒性肝臓紫斑病,チュウドクセイカンゾウシハンビョウ,K718
中毒性肝肉芽腫,チュウドクセイカンニクゲシュ,K718
中毒性巨大結腸,チュウドクセイキョダイケッチョウ,K593
中毒性屈折調節障害,チュウドクセイクッセツチョウセツショウガイ,H526
中毒性甲状腺腫,チュウドクセイコウジョウセンシュ,E050
中毒性好中球減少症,チュウドクセイコウチュウキュウゲンショウショウ,D70
中毒性紅斑,チュウドクセイコウハン,L530
中毒性黒内障,チュウドクセイコクナイショウ,H540
中毒性視神経炎,チュウドクセイシシンケイエン,H46
中毒性小脳失調症,チュウドクセイショウノウシッチョウショウ,G259
中毒性心筋炎,チュウドクセイシンキンエン,I408
中毒性神経筋障害,チュウドクセイシンケイキンショウガイ,G701
中毒性腎症,チュウドクセイジンショウ,N144
中毒性精神障害,チュウドクセイセイシンショウガイ,F199
中毒性精神病,チュウドクセイセイシンビョウ,F195
中毒性脊髄症,チュウドクセイセキズイショウ,G958
中毒性多結節性甲状腺腫,チュウドクセイタケッセツセイコウジョウセンシュ,E052
中毒性単結節性甲状腺腫,チュウドクセイタンケッセツセイコウジョウセンシュ,E051
中毒性大腸炎,チュウドクセイダイチョウエン,K521
中毒性難聴,チュウドクセイナンチョウ,H910
中毒性ニューロパチー,チュウドクセイニューロパチー,G622
中毒性脳症,チュウドクセイノウショウ,G92
中毒性白内障,チュウドクセイハクナイショウ,H263
中毒性表皮壊死症,チュウドクセイヒョウヒエシショウ,L512
中毒性浮腫,チュウドクセイフシュ,R609
中毒性ミオパチー,チュウドクセイミオパチー,G722
中毒性メトヘモグロビン血症,チュウドクセイメトヘモグロビンケッショウ,D748
中毒性溶血性貧血,チュウドクセイヨウケツセイヒンケツ,D594
肘内障,チュウナイショウ,M2492
中脳神経膠腫,チュウノウシンケイコウシュ,C717
中脳水道狭窄症,チュウノウスイドウキョウサクショウ,Q030
中脳水道先天異常,チュウノウスイドウセンテンイジョウ,Q030
中皮腫,チュウヒシュ,C459
肘部悪性黒色腫,チュウブアクセイコクショクシュ,C436
肘部滑膜肉腫,チュウブカツマクニクシュ,C491
肘部管症候群,チュウブカンショウコウグン,G562
肘部外傷性切断,チュウブガイショウセイセツダン,S580
肘部ガングリオン,チュウブガングリオン,M674
肘部基底細胞癌,チュウブキテイサイボウガン,C446
肘部絞扼性神経障害,チュウブコウヤクセイシンケイショウガイ,G562
中部骨産道狭窄症,チュウブコツサンドウキョウサクショウ,O333
肘部挫創,チュウブザソウ,S510
中部食道癌,チュウブショクドウガン,C154
肘部切創,チュウブセッソウ,S510
肘部線維肉腫,チュウブセンイニクシュ,C491
中部胆管癌,チュウブタンカンガン,C240
